comments,during_time,language,location,rate,star,title,types
2,, 英语, 美国,,0,Ramy Youssef: Feelings,喜剧
2,,, 中国大陆,,0,26岁女房东,
11,109, 汉语普通话, 中国大陆,,0,红星照耀中国,"历史,战争"
3,94, 意大利语, 意大利,,0,没有妈妈的10天,喜剧
5,128, 德语, 德国,,0,梦工厂,"喜剧,爱情"
25,, 汉语普通话, 中国大陆,,0,光天化日,"动作,爱情,犯罪"
4,97, 英语, 美国,,0,27 俱乐部,恐怖
97,, 汉语普通话, 中国大陆,,0,吹哨人,"动作,悬疑,犯罪"
0,, 英语, 美国,,0,盛夏傍晚,"剧情,喜剧"
9,, 印地语, 印度,,0,卡比尔辛格,"剧情,动作"
1,95, 英语, 美国,,0,拯救佐伊,"剧情,犯罪"
0,168,, 俄罗斯,,0,睡美人,"剧情,歌舞"
1,, 粤语, 中国大陆,,0,谭咏麟银河岁月40载巡回演唱会2019·罗定站,音乐
1,, 汉语普通话, 中国大陆,,0,嘿，小骨头,"喜剧,爱情,奇幻"
0,91, 汉语普通话, 中国大陆,,0,梨乡妹子,"剧情,戏曲"
1,106, 英语, 加拿大,,0,菲尔,剧情
1,," 英语 , 德语 , 阿拉伯语 , 土耳其语", 德国,,0,7500,剧情
1,100, 英语, 美国,,0,公路,剧情
2,, 英语," 爱尔兰 Ireland , 比利时 Belgium",,0,附加平庸,"喜剧,奇幻"
1,, 英语, 南非,,0,8：一个南非恐怖故事,恐怖
14,, 英语," 加拿大 , 美国",,0,性感炸弹,"剧情,传记"
2,90, 汉语普通话, 中国大陆,,0,猎袭,"动作,犯罪"
14,, 汉语普通话, 中国大陆,,0,甜美生活,剧情
2,, 英语, 美国,,0,九局下半,剧情
0,94, 英语, 美国,,0,第零军团,"剧情,喜剧"
83,122, 日语, 日本,7.2,35,瞌睡的磐音,剧情
24,103, 韩语, 韩国,,0,极限逃生,"喜剧,动作,灾难"
64,80, 爱沙尼亚语, 爱沙尼亚,7.4,35,斯堪的纳维亚的沉默,"剧情,惊悚"
128,106, 汉语普通话, 中国大陆,7.9,40,鱼乐园,剧情
66,132, 葡萄牙语," 巴西 , 法国",7.3,35,巴克劳,剧情
2,85," 菲律宾语 , 韩语"," 菲律宾 , 韩国",,0,阳光家庭,剧情
38,106, 荷兰语, 比利时,8.0,40,多莲的精选集,"剧情,喜剧"
1,67, 英语, 美国,,0,森林深处,恐怖
1,60, 英语," 美国 , 爱尔兰 , 加拿大",,0,我的小马驹：彩虹之旅,动画
0,90, 英语, 美国,,0,1BR,"剧情,惊悚,恐怖"
6,, 日语, 日本,8.5,45,千子2,"剧情,动画"
1,79, 韩语, 韩国,,0,正午的野餐,
1,, 泰米尔语, 印度,,0,Kadaram Kondan,"动作,惊悚"
394,114, 日语, 日本,8.0,40,天气之子,"爱情,动画,奇幻"
0,, 日语, 日本,,0,エキストロ,
0,, 英语, 英国,,0,The Cleansing,"剧情,惊悚,恐怖"
0,, 汉语普通话, 中国大陆,,0,血拳之龙虎斗,动作
138,117, 日语, 日本,5.5,30,麻雀放浪记2020,"剧情,科幻"
54,126, 韩语, 韩国,5.5,30,你的名字是玫瑰,"喜剧,悬疑"
44,105, 德语, 德国,5.6,30,我离家了，但……,剧情
99,116, 日语, 日本,5.7,30,生日乐园,动画
38,140,, 巴西,6.3,30,超神,"剧情,情色"
37,93, 泰语, 泰国,6.2,30,伦敦糖果,"剧情,喜剧,爱情"
63,104, 沃洛夫语," 法国 , 塞内加尔 , 比利时",5.9,30,大西洋,剧情
73,105, 英语, 美国,6.6,35,优步危机,"喜剧,动作"
89,, 日语, 日本,6.6,35,在地下城寻求邂逅是否搞错了什么：俄里翁之箭,动画
54,98," 英语 , 法语 , 葡萄牙语"," 法国 , 葡萄牙 , 比利时 , 美国",6.0,30,弗兰琪,"剧情,家庭"
73,, 英语, 美国,6.5,35,美国式审判,剧情
50,99, 英语, 美国,6.8,35,破晓时分,"剧情,悬疑,惊悚"
82,104, 英语, 美国,6.1,30,传输失败,剧情
22,, 日语, 日本,6.7,35,遗留搜查2019,
37,115, 日语, 日本,6.8,35,BRIDGE 始于1995.1.17 神户,
43,97, 塞尔维亚语, 塞尔维亚,6.9,35,往事密密缝,"剧情,惊悚"
194,87, 英语, 美国,6.6,35,巨鳄风暴,"剧情,惊悚,灾难"
126,119, 英语, 美国,6.9,35,我的生命之光,剧情
179,, 汉语普通话, 中国大陆,,0,三生三世十里桃花2,"剧情,爱情,奇幻"
93,88, 汉语普通话, 中国大陆,,0,少女宿舍,"悬疑,惊悚"
105,, 汉语普通话, 中国大陆,,0,龙藏深泉王隐林,动作
134,, 汉语普通话, 中国大陆,,0,爆款诞生,喜剧
102,, 汉语普通话, 中国大陆,,0,天乩之天帝传说,"喜剧,奇幻,古装"
187,, 英语," 美国 , 新西兰",,0,光晕,"动作,科幻,悬疑,惊悚,冒险"
36,, 英语, 美国,,0,摩门经,"喜剧,歌舞"
318,80, 汉语普通话, 中国大陆,,0,爱笑种梦室之白蛇传说,
100,, 汉语普通话, 中国大陆,,0,遗忘者之绝命狙击,动作
94,70, 汉语普通话, 中国大陆,,0,斗法五湖镇,剧情
74,95, 英语, 美国,2.9,15,吻吻,惊悚
40,86," 英语 , 西班牙语", 美国,3.6,20,Havana Darkness,恐怖
261,, 汉语普通话, 中国大陆,,0,剑归何处,武侠
176,79, 汉语普通话, 中国大陆,3.2,15,滚蛋吧，大魔王！,"喜剧,爱情,奇幻"
339,, 汉语普通话, 中国大陆,4.2,20,北海食神,"剧情,喜剧,动作,爱情"
43,,, 中国大陆,,0,锦衣神探,"悬疑,武侠"
60,83, 法语, 法国,4.7,25,巴黎惊梦,剧情
612,105, 汉语普通话, 中国大陆,,0,一秒钟,剧情
137,, 英语, 美国,,0,丧尸乐园2,"喜剧,动作,恐怖"
2,113, 英语, 瑞士  Switzerland,,0,瓦格纳的情人,剧情
69,, 汉语普通话, 中国大陆,,0,少侠好功夫,"剧情,喜剧,动作"
135,, 粤语," 香港 , 中国大陆",,0,寒战3,"剧情,动作,犯罪"
39,84, 汉语普通话, 中国大陆,,0,密林诡影,"动作,悬疑,惊悚"
112,90, 汉语普通话, 中国大陆,,0,脱离者,"武侠,古装"
31,82, 汉语普通话, 中国大陆,,0,青蛙王子历险记,"喜剧,动画,冒险"
653,, 汉语普通话, 中国大陆,,0,诛仙,"爱情,奇幻,古装"
462,, 汉语普通话, 中国大陆,,0,我爱喵星人,"喜剧,爱情,奇幻"
72,94, 汉语普通话, 中国大陆,,0,假戏真作,"惊悚,恐怖,冒险"
296,96, 汉语普通话, 中国大陆,,0,保持沉默,"剧情,爱情,悬疑"
64,, 汉语普通话, 中国大陆,,0,食神八戒,"爱情,奇幻"
112,89, 汉语普通话, 中国大陆,,0,快刀斩,剧情
67,90, 汉语普通话, 中国大陆,,0,废柴老爸,"喜剧,家庭"
15,, 日语, 日本,,0,さんタク2019,
35,63, 汉语普通话, 中国大陆,,0,特勤精英之逃出生天,"剧情,动作"
30,90, 汉语普通话, 中国大陆,,0,简爱之约,"喜剧,爱情"
43,108," 粤语 , 汉语普通话"," 香港 , 马来西亚",,0,宠我,恐怖
17,90, 汉语普通话, 中国大陆,,0,锦衣之下之血滴子,"剧情,悬疑,历史,古装"
28,, 汉语普通话, 中国大陆,,0,唐砖下之灵域双生,"奇幻,古装"
288,, 汉语普通话, 中国大陆,,0,墨多多谜境冒险,"剧情,奇幻"
33,85, 汉语普通话, 中国大陆,,0,血战敖伦布拉格,"剧情,动作,爱情"
288,90, 汉语普通话, 中国大陆,,0,深夜食堂,剧情
33,86, 汉语普通话, 中国大陆,,0,瑞雪兆丰年,"动画,儿童,奇幻"
37,, 粤语, 香港,,0,捉妖天师,"动作,惊悚"
329,," 粤语 , 汉语普通话", 香港,,0,明日战记,"动作,科幻"
18,90, 汉语普通话, 中国大陆,,0,诡宅,惊悚
29,60, 英语, 美国,,0,周六夜现场：基特·哈灵顿/莎拉·巴莱勒斯,"喜剧,脱口秀"
294,, 汉语普通话, 中国大陆,,0,精灵王座Ⅱ,
27,90, 汉语普通话, 中国大陆,,0,神笔奇侠传,"爱情,奇幻,武侠,古装"
34,120, 汉语普通话, 中国大陆,,0,锦衣之下之爱别离,"爱情,武侠,古装"
57,75, 汉语普通话, 中国大陆,,0,仙游记,"喜剧,奇幻,古装"
28,91, 汉语普通话, 中国大陆,,0,带我回家,剧情
50,90, 汉语普通话, 中国大陆,,0,七剑下天山之封神骨,"武侠,古装"
18,171, 泰米尔语, 印度,,0,神勇佩塔,动作
113,104, 汉语普通话, 中国大陆,,0,海门深处,剧情
42,77, 汉语普通话, 中国大陆,,0,镇妖提刑司,"奇幻,古装"
32,90," 西班牙语 , 英语 , 法语"," 多米尼加 , 阿根廷 , 墨西哥",,0,圣兽,剧情
28,108," 德语 , 英语", 奥地利,,0,脚下的土地,剧情
108,98, 汉语普通话, 中国大陆,,0,杨门女将之女将初征,"剧情,儿童,历史,战争"
20,, 汉语普通话, 中国大陆,,0,我的南宫大人,"爱情,情色"
9,70, 韩语, 韩国,,0,兄弟的妻子,情色
24,79, 德语, 德国,,0,生日,剧情
41,117, 法语, 加拿大,,0,兄弟的女人,剧情
26,95, 汉语普通话, 中国大陆,,0,海风吹过零丁洋,剧情
21,65, 汉语普通话, 中国大陆,,0,八戒降魔2万妖之王,"动作,爱情,古装"
32,85, 英语, 荷兰,,0,林中野兽,剧情
224,, 汉语普通话, 中国大陆,,0,拓星者,"动作,科幻,冒险"
30,114, 日语, 日本,,0,岚电,
34,109," 雅库特语 , 俄语", 俄罗斯,,0,头顶太阳永不落,"剧情,喜剧"
24,79, 汉语普通话, 中国大陆,,0,仙鹤戏狐妖,"剧情,爱情,奇幻,古装"
23,,, 法国,6.4,30,谁杀了小说家？,悬疑
29,76, 汉语普通话, 中国大陆,,0,黑袍律师,"剧情,家庭"
23,, 英语, 美国,,0,周六夜现场：艾玛·汤普森/乔纳森兄弟,喜剧
22,, 英语, 美国,,0,周六夜现场：伊德里斯·艾尔巴/Khalid,喜剧
6,90, 汉语普通话, 中国大陆,,0,空天战队之星兽大战,"动画,冒险"
19,93, 汉语普通话, 中国大陆,,0,寒刀凛,剧情
924,100, 汉语普通话, 中国大陆,,0,利刃破冰,犯罪
13,82, 汉语普通话, 中国大陆,,0,金牌女仵作之阴阳法尺,"喜剧,动作,悬疑"
28,108, 日语, 日本,,0,初恋,"剧情,动作,爱情"
24,99, 汉语普通话, 中国大陆,,0,你好 再见,剧情
23,70, 汉语普通话, 中国大陆,,0,皇家龙虎豹,喜剧
19,68, 汉语普通话, 中国大陆,,0,魔游纪Ⅱ兽王之战,"动作,奇幻,冒险"
27,90, 汉语普通话, 中国大陆,,0,别岁,剧情
564,, 汉语普通话, 中国大陆,,0,刺杀小说家,"剧情,动作,奇幻"
23,114, 汉语普通话, 台湾,,0,乐园,剧情
27,85, 意大利语, 意大利,,0,奇特的家庭,"剧情,喜剧,家庭"
17,77, 汉语普通话, 中国大陆,,0,倩狐之妖乱青华,"爱情,奇幻"
2,115, 汉语普通话, 中国大陆,,0,第十一回,"剧情,喜剧,家庭"
19,80, 汉语普通话, 中国大陆,,0,谁动了我的运气,"喜剧,爱情"
20,, 日语, 日本,,0,LoveLive!Sunshine!! 剧场版,"动作,动画,音乐,歌舞"
10,88, 汉语普通话, 中国大陆,,0,列神记Ⅱ,"剧情,爱情,奇幻"
9,121, 土耳其语 Turkish, 土耳其 Turkey,,0,有组织的工作,喜剧
32,100, 英语, 美国,,0,太阳也是星星,剧情
16,86," 瑞典语 , 丹麦语"," 瑞典 , 丹麦",,0,诡异童谣,"喜剧,恐怖"
146,91, 汉语普通话, 中国大陆,,0,回到过去拥抱你,"爱情,奇幻"
17,,, 中国大陆,,0,战狼犬,
21,120," 英语 , 德语"," 英国 , 德国",,0,战火球星,"剧情,爱情,传记,战争,运动"
14,79, 汉语普通话, 中国大陆,,0,神龙法师,"喜剧,动作,奇幻"
46,, 汉语普通话, 中国大陆,,0,神秘宝藏,喜剧
6,, 汉语普通话, 中国大陆,,0,2019年山东卫视春节联欢晚会,真人秀
25,75, 汉语普通话, 中国大陆,,0,少女四大名捕,"悬疑,古装"
194,, 汉语普通话, 中国大陆,,0,荞麦疯长,"剧情,爱情"
35,, 汉语普通话, 中国大陆,,0,龙岭迷窟,"剧情,悬疑,奇幻"
72,, 汉语普通话," 中国大陆 , 澳大利亚",,0,最长一枪,"剧情,动作"
14,84, 汉语普通话, 中国大陆,,0,超能灭赌师,喜剧
15,11, 无对白, 中国大陆,,0,生意好的小裁缝,
214,, 汉语普通话, 中国大陆,,0,英格力士,剧情
9,9, 希腊语," 希腊 , 法国",,0,我们与天空的距离,"剧情,同性"
6,142," 汉语普通话 , 英语", 中国大陆,,0,第22届上海国际电影节颁奖典礼,真人秀
9,90, 英语, 美国,,0,翻不去的一页,惊悚
6,90, 英语, 美国,,0,毒窝,喜剧
12,63, 汉语普通话, 中国大陆,,0,极速营救,悬疑
38,90, 汉语普通话, 中国大陆,,0,逗爱熊仁镇,"喜剧,爱情"
13,86, 汉语普通话, 中国大陆,,0,广东十虎铁桥三之王者归来,"剧情,动作"
20,, 汉语普通话, 中国大陆,,0,冰峰暴,"动作,灾难"
16,84,, 中国大陆,,0,小青春之薄荷,
72,, 英语, 美国,,0,天使陷落,"剧情,动作,惊悚"
107,,, 中国大陆,,0,那些回不去的年少时光,
17,78," 拉脱维亚语 , 爱沙尼亚语"," 拉脱维亚 , 爱沙尼亚",,0,露特寻龙记,动画
7,72, 汉语普通话, 中国大陆,,0,校花的超级保镖之异世营救,
7,75, 汉语普通话, 中国大陆,,0,绣春伏魔传之血战富士山,
10,, 日语, 日本,,0,来自深渊：出发的黎明,动画
4,91, 汉语普通话, 中国大陆,,0,最近最远的你,"爱情,戏曲"
5,85, 英语, 美国,,0,高高在上,"剧情,动作,犯罪"
6,85,, 西班牙,,0,大火将至,剧情
118,108, 英语, 美国,,0,在黑暗中讲述的恐怖故事,恐怖
75,, 粤语, 香港,,0,神探大战,悬疑
9,80, 汉语普通话, 中国大陆,,0,亲爱的首席官,"剧情,爱情,奇幻"
6,82, 英语, 美国,,0,冬季公主,爱情
8,150, 印地语, 印度,,0,Bharat,剧情
12,126, 日语, 日本,,0,欅坂小屋,真人秀
315,, 英语, 英国,,0,唐顿庄园,剧情
6,50, 日语, 日本,,0,她选择了安乐死,
4,, 汉语普通话, 中国大陆,,0,倩狐之京卫怪谈,
8,, 印地语, 印度,,0,年度最佳学生2,爱情
6,107, 西班牙语," 危地马拉 , 法国 , 卢森堡",,0,震荡,"剧情,同性"
11,137, 法语, 法国,,0,贞德,剧情
13,, 日语, 日本,,0,旅途的结束，世界的开始,剧情
19,, 英语," 美国 , 英国 , 法国",,0,小羊肖恩2,"喜剧,动画,奇幻,冒险"
149,103, 英语, 美国,,0,伯纳黛特你去了哪,"剧情,喜剧"
4,63, 日语," 日本 , 韩国",,0,丈夫去上班的日子里,情色
6,107, 德语, 德国,,0,双面甜心,"喜剧,爱情,犯罪"
11,75, 汉语普通话, 中国大陆,,0,疯狂吞噬者,"惊悚,恐怖,灾难"
6,110, 汉语普通话," 台湾 , 新加坡",,0,杀手不笨,剧情
8,63, 汉语普通话, 中国大陆,,0,猫片之无喵生还,悬疑
20,105, 格鲁吉亚语," 瑞典 , 格鲁吉亚 , 法国",,0,然后我们跳了舞,"剧情,同性"
15,, 汉语普通话, 中国大陆,,0,城市猎人,"喜剧,动作"
9,124, 日语, 日本,,0,待风平浪静,
14,70, 汉语普通话, 中国大陆,,0,上海风云之夺宝金龙,"喜剧,动作"
8,70, 汉语普通话, 中国大陆,,0,二代宗师,"喜剧,奇幻,武侠"
51,, 汉语普通话, 中国大陆,,0,月半爱丽丝,"喜剧,爱情,奇幻"
4,60, 韩语, 韩国,,0,我妻子的门徒,情色
3,360, 汉语普通话, 中国大陆,,0,SNH48 GROUP第二届偶像运动会,"音乐,歌舞,真人秀"
1,, 英语," 美国 , 中国大陆",,0,无敌乒乓兔,动画
13,107, 法语, 法国,,0,智能伊夫,喜剧
59,, 汉语普通话, 中国大陆,,0,京剧猫：霸王折,"动画,冒险"
5,61, 汉语普通话, 中国大陆,,0,绝命心魔录,"动作,悬疑,犯罪"
0,,, 南非,,0,平地,"西部,冒险"
5,95, 印尼语, 印度尼西亚,,0,鬼入镜：灵之鬼迹,"恐怖,奇幻,冒险"
3,50, 汉语普通话, 中国大陆,,0,新大头儿子和小头爸爸 除夕·白夜城,"喜剧,动画,儿童"
1,100, 英语," 德国 , 加拿大 , 法国",,0,尼斯大冒险,"动画,冒险"
6,84, 汉语普通话, 中国大陆,,0,寻找奥特曼,"喜剧,家庭"
4,, 英语, 澳大利亚,,0,无上婚宴,喜剧
10,95, 英语, 美国,,0,少年亚当,喜剧
5,89, 汉语普通话, 中国大陆,,0,快闪猎人暗黑正义,"剧情,悬疑"
9,90, 马拉地语, 印度,,0,半径,剧情
7,80,, 印度尼西亚,,0,山间生活,
6,84, 汉语普通话, 中国大陆,,0,异类侵袭,"科幻,惊悚"
36,, 粤语," 香港 , 中国大陆",,0,圣荷西谋杀案,"剧情,悬疑,犯罪"
4,119, 日语, 日本,,0,那一天的管风琴,
23,95, 汉语普通话, 中国大陆,,0,武圣关公,动画
5,89, 英语, 比利时,,0,玩命逃杀,"惊悚,恐怖"
6,109, 冰岛语," 冰岛 , 丹麦",,0,白色白色的一天,剧情
5,78,, 危地马拉,,0,我们的母亲,
4,71, 汉语普通话, 中国大陆,,0,运气没信号,喜剧
34,, 日语, 日本,,0,Re：从零开始的异世界生活 冰结之绊,"动画,奇幻,冒险"
6,, 日语, 日本,,0,小小恋歌,
45,, 汉语普通话, 中国大陆,,0,决胜时刻,"剧情,传记,历史"
134,, 英语, 美国,,0,极速车王,"剧情,动作,传记,运动"
6,95, 加泰罗尼亚语, 西班牙,,0,来日方长,"剧情,爱情"
8,103, 英语, 美国,,0,她的马拉松,"剧情,喜剧"
5,162, 泰卢固语, 印度,,0,后现代罗摩衍那,爱情
341,, 英语, 美国,,0,小妇人,"剧情,爱情"
3,105, 德语, 德国,,0,包豪斯,"剧情,历史"
2,15, 重庆方言, 中国大陆,,0,冷漠,"剧情,犯罪"
4,108, 日语, 日本,,0,来自深渊：流浪的黄昏,动画
1,,, 美国,,0,地球超人,"家庭,冒险"
8,114, 英语, 英国,,0,看清真相,"剧情,喜剧,歌舞,传记"
110,, 英语, 美国,,0,决战中途岛,"剧情,历史,战争"
6,93, 汉语普通话, 中国大陆,,0,舞台,剧情
5,82, 法语," 法国 , 比利时",,0,Convoi exceptionnel,喜剧
2,, 英语, 美国,,0,2019年AVN颁奖典礼,真人秀
2,107, 法语, 法国,,0,珍品,历史
1,9,, 波兰,,0,Duszyczka,
3,90, 英语, 西班牙,,0,2019年马德里万达球场欧洲冠军联赛决战,运动
4,, 日语, 日本,,0,男子啦啦队！！,剧情
3,98, 汉语普通话, 中国大陆,,0,丢人,剧情
0,,, 德国,,0,哲思：意识的存在,奇幻
2,90, 汉语普通话, 中国大陆,,0,嘿，蠢贼,"剧情,喜剧"
0,, 日语, 日本,,0,我很轻松,
4,,, 中国大陆,,0,开心家族,
6,108, 汉语普通话, 中国大陆,,0,逃离欲望岛,"动作,科幻"
4,100, 英语," 英国 , 美国",,0,小屋,"剧情,惊悚,恐怖"
3,70, 汉语普通话, 中国大陆,,0,凡人修真张天师,"动作,奇幻"
0,24,, 美国,,0,Hieu,
6,115, 英语, 意大利,,0,托马索,剧情
1,23,, 法国,,0,手拉手,
4,110, 汉语普通话, 中国大陆,,0,那一夜，我给你开过车,剧情
5,87, 英语, 英国,,0,梵高与日本,
5,, 法语, 法国,,0,纵情起舞,"剧情,喜剧"
4,100, 日语, 日本,,0,草莓之歌,"剧情,爱情,音乐"
2,80, 英语, 英国,,0,动物园负责人,"科幻,惊悚"
0,17, 山西方言, 中国大陆,,0,一叶知秋,
2,93, 英语," 加拿大 , 新西兰 , 爱尔兰 , 美国",,0,爹来靠,"喜剧,惊悚,恐怖"
0,, 英语, 香港,,0,林同学退学了,
40,, 日语, 日本,,0,恶之华,"剧情,爱情,惊悚"
4,86, 西班牙语, 阿根廷 Argentina,,0,家庭成员,"剧情,喜剧"
2,, 汉语普通话, 中国大陆,,0,奇迹探长之乱世谜踪,"剧情,悬疑,奇幻"
4,,, 法国,,0,Soleil d'hiver,
2,112, 英语, 美国,,0,不朽的战争2：死灰复燃,动作
0,, 汉语普通话, 中国大陆,,0,对岸,
3,100, 汉语普通话, 中国大陆,,0,桂香街,剧情
8,86, 汉语普通话, 中国大陆,,0,古窑迷踪,"惊悚,恐怖"
16,," 汉语普通话 , 英语", 中国大陆,,0,两块钱之钱途太囧,"剧情,喜剧,爱情"
1,, 汉语普通话, 台湾,,0,蚵丰村,剧情
0,, 英语, 美国,,0,罗茜计划,爱情
3,, 汉语普通话, 中国大陆,,0,回南天,剧情
12,, 汉语普通话, 中国大陆,,0,你说我是谁,喜剧
1,94, 英语, 澳大利亚,,0,小怪兽,"喜剧,恐怖"
5,79, 韩语, 韩国,,0,守护天使的故事,剧情
2,90, 日语, 日本,,0,钢铁少女 FINAL WARS,"动作,科幻"
1,44, 英语, 美国,,0,小马国女孩 春假风云,"动画,儿童,冒险"
4,84, 日语, 日本,,0,歌之王子殿下2019剧场版,"动画,音乐"
2,87, 汉语普通话, 中国大陆,,0,浴血边关,剧情
1,62, 汉语普通话, 中国大陆,,0,校园往事,"剧情,喜剧,动作"
2,166, 英语, 美国,,0,沉默风暴：罗恩.阿泰斯特的故事,
3,88, 汉语普通话, 中国大陆,,0,不测之渊,动作
3,104, 日语, 日本,,0,琥珀,剧情
0,, 日语, 日本,,0,生理酱,剧情
1,, 粤语, 香港,,0,木已成舟,
9,96," 粤语 , 汉语普通话", 香港,,0,辣警霸王花2,"剧情,喜剧,动作"
0,6, 陕西话, 中国大陆,,0,恶果,
11,, 汉语普通话, 中国大陆,,0,射雕英雄传,"动作,武侠"
46,, 英语, 美国,,0,驼背人,"恐怖,奇幻"
3,, 西班牙语, 西班牙,,0,你玩什么？,喜剧
10,110, 汉语普通话, 中国大陆,,0,小戏骨：黄飞鸿之狮王争霸,"剧情,动作,儿童,历史"
10,, 韩语, 韩国,,0,凤梧洞战斗,"剧情,动作"
9,, 汉语普通话, 中国大陆,,0,国之歌者,"剧情,历史"
20,, 英语, 英国,,0,节奏组,"动作,悬疑,惊悚"
25,, 日语, 日本,,0,遗愿清单,"剧情,喜剧,冒险"
2,, 英语, 法国,,0,怜悯恶魔,战争
9,, 汉语普通话, 中国大陆,,0,画个圈圈,"喜剧,科幻"
1,, 英语, 美国,,0,丹尼尔不是真的,惊悚
8,95,," 澳门 , 香港",,0,天马·警世录,"剧情,动作,悬疑"
6,, 汉语普通话, 中国大陆,,0,斩毒行动,"剧情,动作"
4,, 英语, 英国,,0,涂鸦,恐怖
3,92, 法语, 法国,,0,All Inclusive,喜剧
3,94, 西班牙语," 西班牙 , 哥斯达黎加",,0,蚂蚁的觉醒,
1,65, 汉语普通话, 中国大陆,,0,大明女神捕之南瓜怪谈,"动作,武侠"
2,89, 英语, 美国,,0,小孩都是魔鬼吧,"喜剧,家庭"
3,98, 汉语普通话, 中国大陆,,0,80后吹事班,
0,, 粤语, 香港,,0,大侦探福尔摩斯：逃狱大追捕,"动画,悬疑"
4,100, 马来语, 马来西亚,,0,优宾和怡宾：独猿神剑,
13,, 日语, 日本,,0,搬家的大名,
4,82, 汉语普通话, 中国大陆,,0,萤火奇兵2：小虫不好惹,"喜剧,动画,奇幻"
11,107, 日语, 日本,,0,地狱少女,恐怖
36,, 英语, 美国,,0,我在雨中等你,"剧情,喜剧"
0,, 汉语普通话, 中国大陆,,0,丑小鸭的天鹅湖,剧情
3,90, 汉语普通话, 中国大陆,,0,福星高照朱小八,"剧情,动画"
5,,, 美国,,0,埃德加多·摩尔塔拉的绑架,剧情
12,, 英语, 美国,,0,乔治敦,剧情
0,, 英语, 美国,,0,Abduction 101,恐怖
0,108, 俄语, 俄罗斯,,0,托博尔,"剧情,历史"
2,85," 加泰罗尼亚语 Catalan , 法语"," 西班牙 , 法国",,0,员工专用,剧情
1,113,, 美国,,0,神圣之地,恐怖
2,, 汉语普通话, 中国大陆,,0,牙线,"剧情,爱情,惊悚,同性"
2,," 西班牙语 , 汉语普通话", 阿根廷 Argentina,,0,从这里到中国,喜剧
1,,, 中国大陆,,0,民国密档之婚夜惊魂,
2,,, 台湾,,0,初潮,
0,62, 汉语普通话, 中国大陆,,0,解忧之父子除魔,喜剧
1,111, 日语, 日本,,0,侧颜,剧情
1,,, 中国大陆,,0,迟到的钢琴,
1,97,, 德国,,0,爱的零件,剧情
1,, 英语, 美国,,0,American Terror Story,恐怖
0,83, 英语, 美国,,0,重返恐怖旅社,"科幻,恐怖"
0,83, 韩语, 韩国,,0,谎言：女模特之性,情色
1,, 粤语, 香港,,0,2019國際中華小姐競選,真人秀
1,104, 西班牙语, 西班牙,,0,四罐,剧情
1,96, 俄语, 俄罗斯,,0,完美陌生人(俄罗斯版),"剧情,喜剧"
2,, 日语, 日本,,0,細野晴臣イエローマジックショー２,"音乐,真人秀"
2,107," 英语 , 西班牙语 , 汉语普通话 , 法语", 西班牙,,0,Boi,"剧情,喜剧,惊悚"
2,, 英语," 美国 , 法国",,0,吞咽,剧情
0,64, 汉语普通话, 中国大陆,,0,民国密档之死亡守则,"剧情,动作,悬疑"
1,93, 英语, 美国,,0,第16集,恐怖
1,, 日语, 日本,,0,女人心情的调整方式电影版,
1,95, 汉语普通话, 中国大陆,,0,点穴侠,"剧情,动作,爱情"
0,, 英語 English, 英國 UK,,0,Mars Uncovered: Ancient God Of War,紀錄片 Documentary
2,176, 泰米尔语, 印度,,0,超级豪华,"剧情,动作,犯罪"
0,44,, 加拿大 Canada,,0,我那片田园,
1,65, 汉语普通话, 中国大陆,,0,谁偷了我的宝贝,"剧情,喜剧"
0,54, 西班牙语, 美国,,0,Daniel Sosa: Maleducado,喜剧
2,, 日语, 日本,,0,我喜欢的女子,"喜剧,爱情"
0,, 英語 English, 英國 UK,,0,Brian Cox on Holst’s The Planets,紀錄片 Documentary
6,89, 汉语普通话, 中国大陆,,0,英雄无悔,剧情
3,, 德语, 德国,,0,拉腊,剧情
2,95, 汉语普通话, 中国大陆,,0,灶神来了,"喜剧,奇幻"
1,, 日语, 日本,,0,机甲少女 FRAME ARMS GIRL～高高兴兴的幻境～,动画
0,95,, 中国大陆,,0,这众所周知的事,
22,, 英语, 美国,,0,热气球飞行家,"动作,冒险"
8,, 日语, 日本,,0,不存在于记忆中,"剧情,喜剧"
9,137, 日语, 日本,,0,一个船夫的故事,剧情
15,, 日语, 日本,,0,HELLO WORLD,"爱情,动画"
0,108, 日语, 日本,,0,慈爱我主,
3,, 英语, 美国,,0,恶棍,"剧情,喜剧,惊悚"
9,, 英语, 英国,,0,等待安雅,"剧情,战争"
0,85,, 菲律宾,,0,Latay,
0,148, 汉语普通话, 中国大陆,,0,郁川浮游,剧情
0,, 汉语普通话, 中国大陆,,0,冰下的鱼,剧情
1,90, 汉语普通话, 中国大陆,,0,丛林大营救,"喜剧,儿童"
0,,, 俄罗斯,,0,铅笔,
2,, 韩语, 韩国,,0,鬼手,"动作,犯罪"
0,, 英语, 美国,,0,魔精攻击,"喜剧,科幻,恐怖"
0,, 马来语, 马来西亚,,0,一时一时的,剧情
88,, 日语, 日本,,0,午夜0时的吻,爱情
0,, 粤语, 香港,,0,GoGo Club,
1,, 英语, 美国,,0,The Creative Brain,
0,98, 斯洛文尼亚语," 斯洛文尼亚 , 意大利 , 克罗地亚",,0,悠悠夏日长,剧情
0,102, 意大利语, 意大利,,0,Non ci resta che il crimine,喜剧
