comments,during_time,language,location,rate,star,title,types
108,100, 汉语普通话, 中国大陆,,0,超级的我,"奇幻,冒险"
76,93, 汉语普通话, 中国大陆,,0,昆仑兄弟,"剧情,西部"
84,100, 汉语普通话, 中国大陆,,0,笑盗江湖,"喜剧,古装"
175,117, 日语, 日本,5.7,30,十二个想死的孩子,悬疑
54,76, 汉语普通话, 中国大陆,,0,相声有江湖,喜剧
90,106," 汉语普通话 , 英语"," 中国大陆 , 美国",,0,决战异世界,"动作,科幻"
343,, 汉语普通话, 中国大陆,,0,战狼3,动作
41,87, 英语, 美国,3.8,20,布莱顿惊魂,剧情
34,94, 英语, 美国,4.3,20,难以忘怀的莎朗·塔特,"剧情,惊悚"
133,120, 汉语普通话, 中国大陆,,0,豹子头林冲,"动作,武侠,古装"
107,85, 汉语普通话, 中国大陆,,0,锦衣之下之绣春刀,"剧情,历史,武侠,古装"
89,93, 英语, 美国,4.9,25,铁拳威龙,"动作,惊悚"
276,92, 汉语普通话, 中国大陆,,0,不曾想过爱上你,"剧情,爱情"
120,90, 汉语普通话, 中国大陆,,0,灵魂的救赎,剧情
146,109, 英语, 美国,5.9,30,小人物,喜剧
105,92, 未知," 美国 , 中国大陆",5.8,30,世外之子,剧情
23,102, 英语, 美国,6.4,30,梅普尔索普,"剧情,传记"
57,95, 西班牙语, 墨西哥,7.3,35,逃离小镇,剧情
27,126, 印地语, 印度,6.3,30,同居物语,"剧情,喜剧,爱情"
173,90, 法语, 法国,7.7,40,最美年华,"剧情,爱情"
470,125, 汉语普通话, 台湾,7.6,40,寒单,剧情
290,119, 日语, 日本,7.4,35,一首小夜曲,爱情
23,59, 日语, 日本,7.6,40,心理测量者SS1：罪与罚,"动作,动画,犯罪"
118,120," 法语 , 意大利语", 法国,7.8,40,燃烧女子的肖像,"剧情,同性,历史"
83,86, 波斯语, 伊朗,7.6,40,梦之城堡,剧情
84,60, 日语, 日本,7.3,35,被流浪猫捡到的男人,"剧情,爱情"
342,135, 意大利语," 意大利 , 法国 , 巴西 , 德国",7.7,40,叛徒,剧情
0,88, 英语, 美国,,0,水晶守护者,科幻
47,110, 英语, 加拿大,8.6,45,灯塔,"剧情,恐怖,奇幻"
203,124, 日语, 日本,7.8,40,杀手寓言,"喜剧,动作"
5,, 日语, 日本,,0,光之美少女 奇迹宇宙,"剧情,喜剧,动作,动画,儿童,奇幻"
14,, 英语, 美国,,0,MetGala大秀 2019,真人秀
3,92, 汉语普通话, 中国大陆,,0,迷走古山劫,"剧情,喜剧"
0,95, 汉语普通话, 中国大陆,,0,傻儿夫妻小神郎,"喜剧,爱情"
52,, 英語 English, 英國 UK,7.9,40,BBC地平线：我们需要谈谈死亡,紀錄片 Documentary
150,78, 汉语普通话, 中国大陆,2.8,15,英雄无侠,喜剧
87,77, 汉语普通话, 中国大陆,,0,潜艇总动员：外星宝贝计划,"喜剧,动画,冒险"
137,87, 汉语普通话, 中国大陆,,0,夺镖,"武侠,古装"
22,85, 英语, 英国,4.1,20,邦迪和绿河杀手,"剧情,惊悚,犯罪"
171,95, 汉语普通话, 中国大陆,3.8,20,新封神之哪吒闹海,"动作,奇幻,武侠"
80,96, 汉语普通话, 中国大陆,4.9,25,半镜,"剧情,悬疑"
36,109, 英语, 美国,5.2,25,黑疯婆子的葬礼,喜剧
189,92, 英语, 美国,4.7,25,硬核风暴,"动作,犯罪"
41,78, 西班牙语, 西班牙,5.3,25,谁是我们老爸,喜剧
29,85, 英语, 美国,6.0,30,天堂日落,"剧情,爱情"
69,, 日语, 日本,5.3,25,假面骑士时王 外传 RIDER TIME 龙骑,
274,62, 英语, 美国,5.8,30,郑肯：因为有你，生命才完整,"喜剧,脱口秀"
60,93, 西班牙语, 西班牙,5.7,30,你会带谁去无人岛？,剧情
40,60, 英语, 美国,7.1,35,周六夜现场：艾玛·斯通/防弹少年团,"喜剧,脱口秀"
120,44, 日语, 日本,6.5,35,我想一周休四天,"剧情,爱情"
61,121, 英语, 美国,7.3,35,2019年美国公告牌音乐大奖颁奖典礼,"音乐,歌舞,真人秀"
73,119, 英语," 英国 , 美国",6.5,35,纪念品：第一部分,"剧情,爱情,悬疑"
76,90, 英语, 美国,7.6,40,加布里埃尔·伊格莱西亚斯：老少咸宜秀,"喜剧,脱口秀"
154,, 汉语普通话, 中国大陆,3.8,20,齐天大圣之大闹龙宫,"动作,奇幻,武侠"
55,90, 英语, 美国,8.0,40,周六夜现场：詹姆斯·麦卡沃伊/Meek Mill,喜剧
76,153, 印地语, 印度,7.5,40,印度有嘻哈,"剧情,音乐"
308,93, 汉语普通话, 中国大陆,,0,丛林历险记,"剧情,儿童,冒险"
2,104, 汉语普通话, 中国大陆,,0,心之山,剧情
7,113, 英语, 美国,,0,末世指令,"科幻,冒险"
6,104, 汉语普通话, 台湾,,0,陪你很久很久,剧情
4,, 日语, 日本,,0,劇場版 Free!-Road to the World-夢,"剧情,动画,运动"
17,91, 英语," 英国 , 美国",,0,老太啦啦队,喜剧
160,92, 日语, 日本,7.3,35,在蓝色时分飞翔,剧情
183,," 粤语 , 汉语普通话"," 中国大陆 , 香港",,0,使徒行者2：谍影行动,"剧情,动作,犯罪"
11,108, 西班牙语, 阿根廷,,0,金发男子,"剧情,爱情,同性"
22,90, 汉语普通话, 中国大陆,,0,如意天书,"奇幻,古装"
43,82, 汉语普通话, 中国大陆,,0,替嫁新娘,爱情
1004,, 英语, 美国,,0,小丑,"剧情,惊悚,犯罪"
38,, 汉语普通话, 中国大陆,,0,降妖功德簿,"剧情,古装"
30,90, 汉语普通话, 中国大陆,,0,毕业旅行之逍遥骑士,喜剧
90,83, 汉语普通话, 中国大陆,,0,消失的罪证,"悬疑,犯罪"
38,88, 英语, 意大利,3.3,15,魔音盒,惊悚
58,78, 汉语普通话, 中国大陆,,0,深海X异种2,悬疑
256,95, 汉语普通话, 中国大陆,,0,大微商,剧情
38,, 英语, 美国,3.6,20,赎罪,"动作,惊悚,犯罪"
29,96, 英语," 美国 , 加拿大",5.4,25,难以入眠,"喜剧,惊悚"
79,105, 日语, 日本,6.0,30,直到遇见九月之恋,"爱情,奇幻"
76,84, 汉语普通话, 中国大陆,,0,萌妹特攻队,"剧情,喜剧,奇幻,冒险"
71,84, 法语," 比利时 , 法国",6.4,30,年轻的阿迈德,剧情
42,103, 汉语普通话, 台湾,5.7,30,疯狂电视台,喜剧
179,105, 日语, 日本,6.3,30,武士马拉松,"剧情,动作,历史"
6,79, 英语, 澳大利亚,,0,拉皮条,惊悚
8,79, 英语, 美国,,0,银瀑2：重现,恐怖
10,90, 汉语普通话, 台湾,,0,大饿,"剧情,爱情"
66,120, 日语, 日本,6.5,35,未解决之女 警视厅文件捜査官～琥珀色信号 2019 SP,"剧情,喜剧,犯罪"
10,72, 汉语普通话, 中国大陆,,0,五行相术,"动作,奇幻"
11,138," 葡萄牙语 , 法语 , 德语", 葡萄牙,,0,葡萄牙女人,剧情
25,106, 英语, 美国,,0,计划外,剧情
20,93, 汉语普通话, 中国大陆,,0,好小子，好功夫,"剧情,喜剧,家庭,儿童"
11,45, 日语, 日本,,0,行家本色：地方公务员熊本熊,
9,82, 韩语, 韩国,,0,妈妈朋友的年糕礼物,情色
14,90, 汉语普通话, 中国大陆,,0,马永贞决战上海滩,"动作,爱情"
20,104, 汉语普通话, 中国大陆,,0,黄玫瑰,剧情
24,89, 汉语普通话, 台湾,,0,玩命贴图,"惊悚,恐怖"
14,90, 汉语普通话, 中国大陆,,0,疯狂兰蛇,"动作,悬疑"
21,85, 英语," 美国 , 英国",,0,响尾蛇,惊悚
18,108, 英语, 美国,5.7,30,博尔登,剧情
20,111, 汉语普通话, 台湾,,0,大三元,喜剧
476,, 汉语普通话, 中国大陆,,0,罗小黑战记,"动作,动画,奇幻"
29,125, 英语, 美国,5.8,30,威尔·加德纳,剧情
15,24, 日语, 日本,6.7,35,我家女仆有够烦！OVA,动画
87,148, 印度语, 印度,6.0,30,章西女王,"剧情,传记,历史"
80,119, 法语, 加拿大,6.1,30,马蒂亚斯与马克西姆,"剧情,同性"
222,90, 英语, 美国,6.3,30,高飞鸟,"剧情,运动"
29,98, 日语, 日本,5.8,30,葬礼的名人,
66,, 日语, 日本,6.8,35,爱吃拉面的小泉同学 2019春季SP,
284,86," 韩语 , 日语 , 汉语普通话"," 韩国 , 日本",7.4,35,福冈,剧情
1,,, 美国,,0,亲爱的达令,恐怖
302,107, 汉语普通话," 中国大陆 , 西班牙",6.7,35,再见 南屏晚钟,"剧情,同性,家庭"
46,134, 俄语, 俄罗斯,7.9,40,瘦人,剧情
3,148, 泰米尔语, 印度,,0,政坛新秀,"剧情,动作"
4,88, 英语, 美国,,0,Hell Is Where the Home Is,惊悚
27,, 韩语, 韩国,8.3,40,第55届韩国百想艺术大赏,真人秀
38,81, 汉语普通话, 中国大陆,,0,吃鸡战场,"动作,奇幻"
4,97, 英语, 美国,,0,安娜2,恐怖
28,," 法语 , 英语", 法国,8.4,40,第72届戛纳国际电影节颁奖典礼,真人秀
25,91, 汉语普通话, 中国大陆,,0,一路疯癫,喜剧
30,101, 汉语普通话, 中国大陆,,0,大漠追凶,"悬疑,武侠,古装"
46,77, 汉语普通话, 中国大陆,,0,夜蝶,"动作,战争"
47,105, 汉语普通话, 中国大陆,,0,活着唱着,"剧情,戏曲"
57,85, 汉语普通话, 中国大陆,,0,疯狂的契约,喜剧
104,106, 汉语普通话, 中国大陆,,0,武陵山上的星光,剧情
91,, 汉语普通话, 中国大陆,,0,万妖国,"喜剧,奇幻"
248,113, 汉语普通话, 中国大陆,,0,拂乡心,剧情
166,80, 汉语普通话, 中国大陆,,0,相思鸟之恋,"剧情,爱情"
85,90,, 中国大陆,,0,开封降魔记,"动作,悬疑,古装"
113,114, 汉语普通话, 中国大陆,,0,跳舞吧！大象,"剧情,喜剧"
109,105, 汉语普通话, 中国大陆,,0,沉默的雪,"悬疑,犯罪"
115,86, 汉语普通话, 中国大陆,,0,夜伴歌声,"惊悚,恐怖"
204,80, 汉语普通话, 中国大陆,3.5,20,这个保安有点彪,喜剧
23,92, 英语, 美国,3.6,20,阴影之中,"恐怖,犯罪"
1325,94, 汉语普通话, 中国大陆,,0,当我们海阔天空,剧情
1,, 英语, 美国,,0,最后的哨声,"剧情,运动"
5,20, 汉语普通话, 中国大陆,,0,奇妙蘑菇屯之H家族,
6,80, 葡萄牙语, 巴西,,0,我亲爱的表哥,"剧情,爱情,同性"
12,88, 英语, 英国,,0,诱饵,剧情
7,54, 日语, 日本,,0,少女与战车：最终章 第2话,"喜剧,动作,动画"
68,, 俄语, 俄罗斯,,0,切尔诺贝利·禁区电影版,"剧情,科幻,悬疑"
70,, 英语, 美国,,0,飞鸽特工队,"喜剧,动作,科幻,动画,冒险"
11,, 英语, 美国,,0,结伴婚礼,"剧情,喜剧,爱情"
6,80, 英语, 美国,,0,莫莉快跑,喜剧
6,, 日语, 日本,,0,懒散的人,动画
16,102, 法语, 加拿大,,0,孤单殖民地,剧情
7,24, 日语, 日本,,0,弦音 -风舞高中弓道部- TV未放送第十四话,动画
11,72, 韩语, 韩国,,0,茶馆妈妈,情色
13,60, 日语, 日本,,0,心理测量者SS2：第一卫士,"动作,动画,犯罪"
30,302, 英语, 英国,,0,女武神,剧情
0,101, 英语, 英国,,0,果皮,剧情
9,90, 汉语普通话, 中国大陆,,0,山水恋人,爱情
71,100, 英语," 阿根廷 , 加拿大",4.1,20,最后一人,"剧情,动作,科幻"
27,96, 英语, 美国,6.4,30,离婚派对,"喜剧,爱情"
61,, 英语, 美国,6.3,30,笑到最后,喜剧
34,, 日语, 日本,4.2,20,贞子,"悬疑,惊悚,恐怖"
121,60, 英语, 美国,6.4,30,艾米·舒默：长大当妈,"喜剧,脱口秀"
46,90, 英语, 美国,6.5,35,寻找斯蒂夫·麦昆,惊悚
44,, 英语, 美国,7.2,35,吉米·卡尔：最佳金句,喜剧
52,97," 罗马尼亚语 , 西班牙语"," 罗马尼亚 , 法国 , 德国",7.1,35,戈梅拉岛,喜剧
55,105, 韩语, 韩国,7.3,35,抗拒：柳宽顺的故事,剧情
73,99, 法语, 法国,7.1,35,岳父岳母真难当2,喜剧
76,95, 日语, 日本,7.4,35,城市猎人：新宿 PRIVATE EYES,"喜剧,动作,动画"
49,120," 丹麦语 , 阿拉伯语", 丹麦,7.4,35,丹麦之子,剧情
64,110, 德语," 德国 , 法国",6.7,35,金手套,"剧情,惊悚,犯罪"
40,98, 葡萄牙语, 巴西,7.5,40,痴梦芭蕾,剧情
108,90, 汉语普通话, 中国大陆,7.6,40,平原上的夏洛克,剧情
47,86, 粤语, 香港,7.6,40,拾芳,传记
40,60, 英语, 美国,7.7,40,奈特·巴盖兹：田纳西小子,"喜剧,脱口秀"
2,, 法语, 法国,,0,全班第一,
154,101, 英语, 英国,8.0,40,狂躁节拍,"剧情,音乐"
124,, 汉语普通话, 中国大陆,,0,2019年北京卫视春节联欢晚会,真人秀
2023,, 汉语普通话, 中国大陆,,0,攀登者,"剧情,冒险"
68,173, 英语," 美国 , 德国",8.0,40,隐秘的生活,"剧情,传记,战争"
122,74, 汉语普通话, 中国大陆,,0,霍元甲之精武天下,"剧情,动作,武侠"
61,90, 汉语普通话, 中国大陆,,0,第三人称,"剧情,爱情,悬疑,犯罪"
214,87, 汉语普通话, 中国大陆,,0,高手高手高高手,"喜剧,动作"
231,78, 汉语普通话, 中国大陆,,0,暴走财神,喜剧
201,101, 汉语普通话, 中国大陆,,0,榫卯,"剧情,家庭"
319,70, 汉语普通话, 中国大陆,,0,爱笑种梦室之龙在江湖,剧情
192,70," 汉语普通话 , 粤语", 中国大陆,,0,济公之降龙有悔,"喜剧,奇幻,古装"
42,85, 日语, 日本,3.7,20,谁说理科生不懂爱情 电影版,
146,87, 汉语普通话, 中国大陆,3.3,15,七剑下天山之修罗眼,"爱情,武侠,古装"
56,212," 法语 , 英语"," 法国 , 意大利",4.9,25,宿命，吾爱：幕间曲,"喜剧,爱情"
125,, 汉语普通话, 台湾,4.8,25,等·等,爱情
105,121, 日语, 日本,4.8,25,热情花招,剧情
24,95, 日语, 日本,,0,约定的舞台~两人穿越时空的歌~,剧情
23,62, 汉语普通话, 中国大陆,,0,戏命师之阴阳师,"剧情,喜剧,动作,奇幻,古装"
12,70, 韩语, 韩国,,0,善良的朋友妻子,情色
29,89, 汉语普通话, 中国大陆,,0,我们的爱情,爱情
40,, 汉语普通话, 中国大陆,,0,猛龙行动之绝密代码,"动作,战争"
29,61, 汉语普通话, 中国大陆,,0,春秋封神,"奇幻,古装"
38,90, 汉语普通话, 中国大陆,,0,午夜迷案,悬疑
459,, 英语, 美国,,0,小丑回魂2,恐怖
67,80, 汉语普通话, 中国大陆,,0,剑·干将莫邪,"剧情,武侠,古装"
45,85, 汉语普通话, 中国大陆,,0,相亲时代,"喜剧,爱情"
44,152, 泰卢固语, 印度,,0,黄沙战神,动作
68,91, 汉语普通话, 中国大陆,,0,美人心,"动作,爱情,历史,古装"
81,80, 汉语普通话, 中国大陆,,0,噬魂剑,"动作,悬疑,惊悚"
79,88, 汉语普通话, 中国大陆,,0,我叫为何,"喜剧,爱情"
37,68, 汉语普通话, 中国大陆,,0,狼群行动,"动作,冒险"
67,, 汉语普通话, 中国大陆,,0,聊斋群妖谱,"动作,奇幻,古装"
86,113, 汉语普通话, 中国大陆,,0,似水流年,剧情
87,73, 汉语普通话, 中国大陆,,0,外八门之黄金罗盘,"动作,奇幻,冒险"
5,90, 汉语普通话, 中国大陆,,0,计中计之密钥奇缘,喜剧
4,90, 汉语普通话, 中国大陆,,0,奇迹探长之隐秘危机,"剧情,悬疑,奇幻"
2,61, 日语," 日本 , 韩国",,0,不可抗拒的侮辱,情色
5,10, 英语, 英国,,0,彗星美人,剧情
9,100, 汉语普通话, 中国大陆,,0,媚狐传,奇幻
23,, 汉语普通话, 中国大陆,,0,赛尔号大电影7：疯狂机器城,"动画,儿童,奇幻,冒险"
2,70, 日语," 日本 , 韩国",,0,我善良的新妈妈,情色
14,, 汉语普通话, 中国大陆,,0,御龙王妃,"动作,古装"
12,, 汉语普通话, 中国大陆,,0,刺客部落I绿石炼狱,"奇幻,冒险"
70,, 汉语普通话, 中国大陆,,0,解放了,"剧情,历史,战争"
8,89, 韩语, 韩国,,0,演播室,情色
2,85, 英语, 美国,,0,罗伯特重生,"喜剧,惊悚"
17,118, 印地语, 印度,,0,骗行天下,喜剧
21,75, 汉语普通话, 中国大陆,,0,乾坤斗转凤离巢,"爱情,古装"
22,87, 汉语普通话, 中国大陆,,0,上海往事之当年情,剧情
3,111, 英语, 美国,,0,幽灵女孩,奇幻
32,101, 日语, 日本,,0,你在月夜里闪耀光辉,爱情
7,, 汉语普通话, 台湾,,0,下半场,"剧情,运动"
4,42, 英语, 美国,,0,柯南无国界：澳大利亚,"喜剧,脱口秀"
4,166, 俄罗斯, 英国,,0,堂·吉诃德,歌舞
37,, 英语," 美国 , 中国大陆",,0,雪人奇缘,"喜剧,动画,冒险"
9,87, 汉语普通话, 中国大陆,,0,骄阳,剧情
11,93, 汉语普通话, 中国大陆,,0,王者盛宴,"剧情,喜剧,动作,爱情"
5,, 英语, 法国,,0,侵略,"剧情,惊悚,恐怖"
8,82," 荷兰语 , 德语", 荷兰,,0,孤独训练夏日特别篇,家庭
6,63, 英语, 美国,,0,迈克·艾普斯：一枝独秀,"喜剧,脱口秀"
3,, 日语, 日本,,0,纪实72小时 不眠的大型货物终端站,
10,116, 汉语普通话, 中国大陆,,0,喜盈代村,"剧情,传记"
59,, 汉语普通话, 中国大陆,,0,死亡通知单之暗黑者,"悬疑,犯罪"
54,135, 英语, 美国,6.8,35,吉屋出租 现场版2019,"爱情,音乐,歌舞"
32,, 日语, 日本,6.8,35,福尔图娜之瞳,"剧情,爱情,奇幻"
259,103, 日语, 日本,7.1,35,匹田先生，恭喜你太太怀孕了,剧情
96,101, 德语, 德国,6.8,35,克莱奥：如果我能倒转时间,喜剧
84,89, 英语, 美国,7.0,35,患难兄弟情,剧情
47,110, 日语, 日本,7.3,35,暗之齿轮,"悬疑,古装"
45,58, 英语, 美国,7.6,40,雷·罗马诺：我在这里起步,喜剧
63,100, 马其顿语," 马其顿 , 比利时 , 法国 , 克罗地亚 , 斯洛文尼亚",7.6,40,上帝存在，她叫佩特鲁尼娅,剧情
90,92, 格鲁吉亚语," 格鲁吉亚 , 俄罗斯",7.3,35,呼吸之间,剧情
64,105, 意大利语, 意大利,8.1,40,冠军,"剧情,运动"
50,110, 法语, 法国,8.2,40,埃德蒙,"剧情,喜剧"
24,," 日语 , 阿伊努语", 日本,8.2,40,黄金神威 OAD2,动画
2205,45, 日语, 日本,8.4,40,轮到你了 特别篇,"剧情,悬疑"
167,95," 汉语普通话 , 粤语", 中国大陆,3.1,15,好汉三条半,喜剧
122,86, 汉语普通话, 中国大陆,2.7,15,我要上头条,"剧情,喜剧"
43,100, 英语, 美国,3.6,20,宠物坟墓,"恐怖,冒险"
48,98, 英语, 英国,4.7,25,兰开斯特的天空,"剧情,动作,历史,战争"
85,116, 汉语普通话, 中国大陆,5.0,25,六欲天,"剧情,犯罪"
35,95, 英语, 美国,,0,好小子们,喜剧
60,93, 英语, 美国,3.2,15,敢死七镖客,动作
2,76, 汉语普通话, 中国大陆,,0,仙厨奇缘,"爱情,奇幻"
50,, 英语, 英国,5.1,25,我爸写了小黄书,喜剧
70,87, 英语, 英国,3.9,20,最后一个男孩,"剧情,科幻"
31,112, 英语, 美国,5.6,30,石油大亨,"剧情,爱情,历史"
4,34, 英语, 英国,,0,布朗夫人的儿子们2019新年特辑,喜剧
25,, 韩语, 韩国,5.9,30,吾王长存,剧情
145,107, 汉语普通话, 中国大陆,5.6,30,马赛克少女,"剧情,犯罪"
35,96, 葡萄牙语, 巴西,5.9,30,第四泳道,剧情
61,90, 汉语普通话, 中国大陆,,0,精武陈真,动作
63,116, 英语, 美国,5.9,30,不可能的事,"剧情,传记"
227,110, 汉语普通话," 中国大陆 , 澳大利亚",,0,日月,"喜剧,家庭,奇幻"
36,, 汉语普通话, 中国大陆,,0,德云社己亥年开箱庆典 2019,"喜剧,戏曲"
79,91, 汉语普通话, 中国大陆,,0,海市蜃城,"科幻,悬疑"
66,86, 汉语普通话, 中国大陆,,0,致命梦魇,"悬疑,惊悚,犯罪"
109,69, 汉语普通话, 中国大陆,,0,赤眼妖姬,"爱情,武侠,古装"
45,88, 汉语普通话, 中国大陆,,0,闯堂兔3囧囧时光机,"喜剧,动画,儿童,冒险"
68,82, 汉语普通话," 中国大陆 , 香港",,0,王牌霸王花,动作
76,146, 汉语普通话, 中国大陆,,0,第25届上海电视节颁奖典礼,真人秀
66,90, 汉语普通话, 中国大陆,,0,封魔传,"动作,奇幻"
72,90, 汉语普通话, 中国大陆,,0,极限速递,"喜剧,动作,爱情"
61,, 汉语普通话, 中国大陆,,0,这个保安有点彪2,喜剧
100,," 汉语普通话 , 云南方言", 中国大陆,,0,大王派我来巡山,剧情
114,82, 汉语普通话, 中国大陆,,0,方世玉之盖世英雄,"动作,武侠"
89,90, 汉语普通话, 中国大陆,,0,未来的你,"爱情,奇幻"
81,69, 汉语普通话, 中国大陆,,0,钟馗诛妖传,"动作,奇幻,古装"
75,, 汉语普通话, 中国大陆,,0,青衣道师,"动作,奇幻"
13,,, 中国大陆,,0,火山风林,
91,100, 汉语普通话, 中国大陆,,0,日不落酒店,喜剧
30,91," 波斯尼亚语 , 荷兰语 , 英语"," 荷兰 , 波黑",,0,带我去个好地方,剧情
16,98, 英语, 美国,,0,跨州轶事录,"剧情,喜剧"
185,," 粤语 , 英语", 香港,,0,叶问4,"动作,传记,历史"
49,90, 汉语普通话, 中国大陆,,0,凌晨两点半2,"悬疑,惊悚,恐怖"
27,96, 汉语普通话, 中国大陆,,0,绝地营救,"动作,战争,冒险"
25,90, 日语, 日本,,0,灰色：幻影扳机,"剧情,动画"
210,, 汉语普通话, 中国大陆,,0,我和我的祖国,剧情
30,90, 英语, 美国,,0,周六夜现场：保罗·路德/DJ卡拉德,"喜剧,音乐"
406,, 汉语普通话, 中国大陆,,0,摸金校尉之九幽将军,"奇幻,冒险"
16,78, 汉语普通话, 中国大陆,,0,猫公主苏菲,"动画,冒险"
25,100, 汉语普通话, 中国大陆,,0,那树繁花,剧情
15,90, 汉语普通话, 中国大陆,,0,劫数难逃,"悬疑,惊悚"
21,135, 汉语普通话, 中国大陆,,0,2019年中央电视台元宵晚会,"音乐,歌舞,真人秀"
33,95, 汉语普通话, 中国大陆,,0,功夫营救,动作
15,100, 英语, 美国,,0,37号房间：约翰尼·雷德斯神秘之死,"剧情,惊悚"
17,110," 汉语普通话 , 粤语", 香港,,0,极品闺蜜2019,"喜剧,爱情"
15,93,, 英国,,0,黑暗意识,惊悚
17,120, 印地语, 印度,,0,萨克雷传,"剧情,传记"
23,88," 粤语 , 汉语普通话"," 中国大陆 , 香港",,0,乱世护宝,"剧情,动作"
31,109, 汉语普通话, 中国大陆,,0,六连煞,"剧情,犯罪"
4,94, 汉语普通话, 中国大陆,,0,国礼,"动作,悬疑,冒险"
30,110," 西班牙语 , 罗马尼亚语"," 罗马尼亚 , 西班牙 , 捷克",,0,搁置的心,"剧情,爱情"
32,70, 汉语普通话, 中国大陆,,0,真假孙悟空,"喜剧,爱情,奇幻"
14,, 汉语普通话, 中国大陆,,0,2019年全球华侨华人春节大联欢,"歌舞,真人秀"
14,61, 英语, 美国,,0,米兰达·辛斯个人秀：拿好不谢,喜剧
17,60, 英语, 美国,,0,周六夜现场：唐·钱德尔/加里·克拉克,"喜剧,音乐"
220,, 英语, 美国,,0,星际探索,"科幻,悬疑,冒险"
24,88, 汉语普通话, 中国大陆,,0,他她他她,"剧情,悬疑"
13,120, 日语, 日本,,0,科搜研之女2019新春SP,
26,111, 德语, 德国,,0,金鱼,剧情
16,80, 汉语普通话, 中国大陆,,0,功夫四侠：勇闯地宫,"动画,儿童,冒险"
6,, 汉语普通话, 中国大陆,,0,SNH48 Group第五届年度金曲大赏Best 50 Request Time演唱会,"音乐,歌舞"
13,95, 汉语普通话, 中国大陆,,0,再见少女团,"喜剧,歌舞"
11,97, 葡萄牙语, 巴西,,0,葛丽泰,同性
5,, 汉语普通话, 中国大陆,,0,嗜血将军2白皮少女,"悬疑,恐怖"
10,98, 英语, 美国,,0,分岔口,剧情
299,, 汉语普通话, 中国大陆,,0,全职高手之巅峰荣耀,"剧情,动画"
21,90, 法语, 法国,,0,212号房间,喜剧
4,93, 汉语普通话, 中国大陆,,0,麻烦专家,"爱情,运动"
13,103, 英语, 美国,,0,海神,"悬疑,惊悚,恐怖"
156,, 汉语普通话, 中国大陆,,0,中国机长,"剧情,传记,灾难"
10,101, 印地语, 印度,,0,音乐教师,剧情
12,124, 印地语, 印度,,0,八月十五,剧情
964,, 英语, 美国,,0,纽约的一个雨天,喜剧
30,, 英语, 美国,,0,勇敢者游戏2：再战巅峰,"喜剧,动作,奇幻,冒险"
9,60, 英语, 美国,,0,新喜剧小品：星光熠熠,喜剧
12,98, 阿拉伯语, 摩洛哥,,0,亚当,
12,111, 英语, 加拿大,,0,守门员,"剧情,传记,运动"
108,, 英语, 美国,,0,霹雳娇娃,"动作,冒险"
11,, 汉语普通话, 中国大陆,,0,嗜血龙鳞诀,
14,, 英语, 英国,,0,乐在当下,
5,," 英语 , 粤语 , 汉语普通话 , 日语", 香港,,0,第13届亚洲电影大奖颁奖典礼,真人秀
11,104, 法语, 法国,,0,混出新高度,"喜剧,犯罪"
7,120, 英语, 美国,,0,男爵,剧情
13,, 日语, 日本,,0,剧场版 最终幻想14：光之老爸,"剧情,家庭"
15,, 汉语普通话, 中国大陆,,0,皇牌机师-重装甲高校,"动作,爱情,科幻"
737,90, 汉语普通话," 香港 , 中国大陆",,0,花椒之味,剧情
11,, 粤语, 香港,,0,离骚幻觉,"科幻,动画"
9,64, 汉语普通话, 中国大陆,,0,荒野女人,剧情
10,324, 英语, 美国,,0,摔角狂热 35,
9,88, 汉语普通话, 中国大陆,,0,后海·红海,剧情
7,60, 日语," 日本 , 韩国",,0,已婚女奴,情色
1,, 英语, 加拿大 Canada,,0,心梗,恐怖
1,71, 韩语, 韩国,,0,密爱：我朋友的妈妈2,剧情
0,28," 汉语普通话 , 闽南语 , 山东话", 台湾,,0,带妈妈出去玩,剧情
11,90, 日语, 日本,,0,うちの執事が言うことには,"剧情,犯罪"
7,92, 汉语普通话, 中国大陆,,0,王媛媛,剧情
7,, 日语, 日本,,0,薄暮,"剧情,动画"
3,65, 汉语普通话, 中国大陆,,0,行者武松,"动作,武侠,古装"
2,, 汉语普通话, 中国大陆,,0,年轻的心,剧情
3,93, 英语, 中国大陆,,0,星月夜,"剧情,喜剧"
7,5, 汉语普通话, 中国大陆,,0,金口玉阎,脱口秀
23,, 汉语普通话, 中国大陆,,0,我在时间尽头等你,"爱情,奇幻"
4,90, 汉语普通话, 中国大陆,,0,封口之谜,"剧情,悬疑,犯罪"
7,, 日语, 日本,,0,纪实72小时 什么都不做的出租先生,
5,104, 英语," 荷兰 , 英国 , 比利时 , 爱尔兰",,0,污秽之神,剧情
7,87, 法语, 法国,,0,我的宝贝,喜剧
2,170, 英语, 莫斯科,,0,舞姬,歌舞
3,62, 汉语普通话, 中国大陆,,0,记忆谜城,"悬疑,犯罪,奇幻,冒险"
0,, 英语, 美国,,0,凹头弹,"动作,犯罪"
92,94, 汉语普通话, 中国大陆,,0,歌唱动荡的青春,"剧情,爱情"
3,106, 英语, 美国,,0,圣·弗朗西斯,"剧情,喜剧"
31,, 汉语普通话, 中国大陆,,0,宠爱,"喜剧,爱情"
27,, 日语, 日本,,0,人间失格,动画
4,,," 荷兰 , 比利时",,0,夜景,剧情
